,ID,year,month,day,hour,mins,waveperiod,wavedirection,waveheight,Lat,Lon,WindDir,windspeed,pressure,WindDir_L,possibility,datetime,hurrthreat
110,41046.0,2011.0,1.0,5.0,13.0,50.0,7.78,360.0,1.65,23.832,-68.417,100.0,1.4,1019.5,E,0.0,2011-01-05 13:50:00,0
111,41046.0,2011.0,1.0,5.0,14.0,50.0,7.79,7.0,1.73,23.832,-68.417,91.0,1.5,1019.7,E,0.0,2011-01-05 14:50:00,0
112,41046.0,2011.0,1.0,5.0,15.0,50.0,7.52,360.0,1.56,23.832,-68.417,77.0,0.7,1019.2,E,0.0,2011-01-05 15:50:00,0
113,41046.0,2011.0,1.0,5.0,16.0,50.0,7.41,354.0,1.6,23.832,-68.417,100.0,1.4,1018.3,E,0.0,2011-01-05 16:50:00,0
114,41046.0,2011.0,1.0,5.0,17.0,50.0,7.58,351.0,1.67,23.832,-68.417,127.0,1.6,1017.2,SE,0.0,2011-01-05 17:50:00,0
115,41046.0,2011.0,1.0,5.0,18.0,50.0,7.38,6.0,1.58,23.832,-68.417,153.0,1.0,1016.3,SE,0.0,2011-01-05 18:50:00,0
116,41046.0,2011.0,1.0,5.0,19.0,50.0,7.1,18.0,1.39,23.832,-68.417,66.0,0.8,1016.1,NE,0.0,2011-01-05 19:50:00,0
117,41046.0,2011.0,1.0,5.0,20.0,50.0,7.36,20.0,1.51,23.832,-68.417,71.0,0.4,1016.0,E,0.0,2011-01-05 20:50:00,0
118,41046.0,2011.0,1.0,5.0,21.0,50.0,7.22,30.0,1.41,23.832,-68.417,59.0,1.1,1016.0,NE,0.0,2011-01-05 21:50:00,0
119,41046.0,2011.0,1.0,5.0,22.0,50.0,7.5,15.0,1.52,23.832,-68.417,73.0,1.3,1016.3,E,0.0,2011-01-05 22:50:00,0
120,41046.0,2011.0,1.0,5.0,23.0,50.0,7.05,360.0,1.36,23.832,-68.417,114.0,2.0,1016.5,E,0.0,2011-01-05 23:50:00,0
121,41046.0,2011.0,1.0,6.0,0.0,50.0,7.56,10.0,1.46,23.832,-68.417,116.0,2.0,1016.9,SE,0.0,2011-01-06 00:50:00,0
122,41046.0,2011.0,1.0,6.0,1.0,50.0,7.06,11.0,1.25,23.832,-68.417,131.0,2.2,1016.9,SE,0.0,2011-01-06 01:50:00,0
123,41046.0,2011.0,1.0,6.0,2.0,50.0,7.31,29.0,1.4,23.832,-68.417,132.0,3.0,1016.8,SE,0.0,2011-01-06 02:50:00,0
124,41046.0,2011.0,1.0,6.0,3.0,50.0,7.34,3.0,1.36,23.832,-68.417,149.0,3.8,1016.4,SE,0.0,2011-01-06 03:50:00,0
125,41046.0,2011.0,1.0,6.0,4.0,50.0,7.45,18.0,1.34,23.832,-68.417,143.0,4.2,1015.7,SE,0.0,2011-01-06 04:50:00,0
126,41046.0,2011.0,1.0,6.0,5.0,50.0,7.23,27.0,1.36,23.832,-68.417,158.0,4.6,1015.2,S,0.0,2011-01-06 05:50:00,0
127,41046.0,2011.0,1.0,6.0,6.0,50.0,6.53,31.0,1.12,23.832,-68.417,161.0,4.6,1014.5,S,0.0,2011-01-06 06:50:00,0
128,41046.0,2011.0,1.0,6.0,7.0,50.0,6.66,32.0,1.3,23.832,-68.417,160.0,5.7,1013.7,S,0.0,2011-01-06 07:50:00,0
129,41046.0,2011.0,1.0,6.0,8.0,50.0,6.43,27.0,1.23,23.832,-68.417,168.0,5.4,1013.4,S,0.0,2011-01-06 08:50:00,0
130,41046.0,2011.0,1.0,6.0,9.0,50.0,6.38,41.0,1.2,23.832,-68.417,183.0,4.7,1013.8,S,0.0,2011-01-06 09:50:00,0
131,41046.0,2011.0,1.0,6.0,10.0,50.0,6.03,81.0,1.14,23.832,-68.417,182.0,5.1,1013.9,S,0.0,2011-01-06 10:50:00,0
132,41046.0,2011.0,1.0,6.0,11.0,50.0,6.22,59.0,1.16,23.832,-68.417,187.0,5.5,1013.8,S,0.0,2011-01-06 11:50:00,0
133,41046.0,2011.0,1.0,6.0,12.0,50.0,5.83,67.0,1.1,23.832,-68.417,186.0,6.4,1014.0,S,0.0,2011-01-06 12:50:00,0
134,41046.0,2011.0,1.0,6.0,13.0,50.0,5.98,93.0,1.13,23.832,-68.417,179.0,7.2,1014.2,S,0.0,2011-01-06 13:50:00,0
135,41046.0,2011.0,1.0,6.0,14.0,50.0,5.42,56.0,1.07,23.832,-68.417,197.0,6.8,1014.0,S,0.0,2011-01-06 14:50:00,0
136,41046.0,2011.0,1.0,6.0,15.0,50.0,5.42,84.0,1.21,23.832,-68.417,200.0,7.2,1013.4,SW,0.0,2011-01-06 15:50:00,0
137,41046.0,2011.0,1.0,6.0,16.0,50.0,4.97,124.0,1.19,23.832,-68.417,200.0,7.9,1012.2,SW,0.0,2011-01-06 16:50:00,0
138,41046.0,2011.0,1.0,6.0,17.0,50.0,5.19,75.0,1.21,23.832,-68.417,202.0,6.8,1011.7,SW,0.0,2011-01-06 17:50:00,0
139,41046.0,2011.0,1.0,6.0,18.0,50.0,5.28,70.0,1.17,23.832,-68.417,201.0,7.3,1010.7,SW,0.0,2011-01-06 18:50:00,0
140,41046.0,2011.0,1.0,6.0,19.0,50.0,5.32,119.0,1.18,23.832,-68.417,201.0,6.9,1010.4,SW,0.0,2011-01-06 19:50:00,0
141,41046.0,2011.0,1.0,6.0,20.0,50.0,5.11,16.0,1.1,23.832,-68.417,215.0,7.3,1010.4,SW,0.0,2011-01-06 20:50:00,0
142,41046.0,2011.0,1.0,6.0,21.0,50.0,5.13,115.0,1.14,23.832,-68.417,227.0,6.9,1010.6,SW,0.0,2011-01-06 21:50:00,0
143,41046.0,2011.0,1.0,6.0,22.0,50.0,5.07,46.0,1.07,23.832,-68.417,227.0,6.5,1010.8,SW,0.0,2011-01-06 22:50:00,0
144,41046.0,2011.0,1.0,6.0,23.0,50.0,5.19,117.0,1.15,23.832,-68.417,229.0,6.2,1010.9,SW,0.0,2011-01-06 23:50:00,0
145,41046.0,2011.0,1.0,7.0,0.0,50.0,5.06,70.0,1.08,23.832,-68.417,219.0,6.4,1011.3,SW,0.0,2011-01-07 00:50:00,0
146,41046.0,2011.0,1.0,7.0,1.0,50.0,5.13,112.0,1.08,23.832,-68.417,208.0,6.6,1010.7,SW,0.0,2011-01-07 01:50:00,0
147,41046.0,2011.0,1.0,7.0,2.0,50.0,4.99,110.0,1.05,23.832,-68.417,202.0,7.6,1010.2,SW,0.0,2011-01-07 02:50:00,0
148,41046.0,2011.0,1.0,7.0,3.0,50.0,4.9,99.0,1.07,23.832,-68.417,209.0,7.5,1009.4,SW,0.0,2011-01-07 03:50:00,0
149,41046.0,2011.0,1.0,7.0,4.0,50.0,4.79,118.0,1.12,23.832,-68.417,205.0,8.2,1008.8,SW,0.0,2011-01-07 04:50:00,0
150,41046.0,2011.0,1.0,7.0,5.0,50.0,4.58,205.0,1.22,23.832,-68.417,204.0,9.1,1007.9,SW,0.0,2011-01-07 05:50:00,0
151,41046.0,2011.0,1.0,7.0,6.0,50.0,4.63,196.0,1.33,23.832,-68.417,212.0,9.4,1007.1,SW,0.0,2011-01-07 06:50:00,0
152,41046.0,2011.0,1.0,7.0,7.0,50.0,4.47,217.0,1.27,23.832,-68.417,216.0,9.8,1007.0,SW,0.0,2011-01-07 07:50:00,0
153,41046.0,2011.0,1.0,7.0,8.0,50.0,4.54,213.0,1.36,23.832,-68.417,215.0,10.6,1006.7,SW,0.0,2011-01-07 08:50:00,0
154,41046.0,2011.0,1.0,7.0,9.0,50.0,4.62,218.0,1.49,23.832,-68.417,221.0,10.6,1007.0,SW,0.0,2011-01-07 09:50:00,0
155,41046.0,2011.0,1.0,7.0,10.0,50.0,4.58,217.0,1.62,23.832,-68.417,224.0,10.1,1007.6,SW,0.0,2011-01-07 10:50:00,0
156,41046.0,2011.0,1.0,7.0,11.0,50.0,4.64,224.0,1.54,23.832,-68.417,235.0,10.3,1008.3,SW,0.0,2011-01-07 11:50:00,0
157,41046.0,2011.0,1.0,7.0,12.0,50.0,4.84,225.0,1.74,23.832,-68.417,242.0,10.1,1009.0,SW,0.0,2011-01-07 12:50:00,0
158,41046.0,2011.0,1.0,7.0,13.0,50.0,4.95,225.0,1.92,23.832,-68.417,237.0,10.5,1009.6,SW,0.0,2011-01-07 13:50:00,0
159,41046.0,2011.0,1.0,7.0,14.0,50.0,5.03,246.0,1.98,23.832,-68.417,241.0,11.6,1009.5,SW,0.0,2011-01-07 14:50:00,0
160,41046.0,2011.0,1.0,7.0,15.0,50.0,5.14,241.0,2.09,23.832,-68.417,243.0,12.0,1009.0,SW,0.0,2011-01-07 15:50:00,0
161,41046.0,2011.0,1.0,7.0,16.0,50.0,5.27,241.0,2.38,23.832,-68.417,256.0,11.6,1008.6,W,0.0,2011-01-07 16:50:00,0
162,41046.0,2011.0,1.0,7.0,17.0,50.0,5.28,259.0,2.34,23.832,-68.417,261.0,10.9,1007.8,W,0.0,2011-01-07 17:50:00,0
163,41046.0,2011.0,1.0,7.0,18.0,50.0,5.62,268.0,2.55,23.832,-68.417,263.0,8.7,1007.7,W,0.0,2011-01-07 18:50:00,0
