,Unnamed: 0,ID,year,month,day,hour,mins,waveperiod,wavedirection,waveheight,Lat,Lon,WindDir,windspeed,pressure,WindDir_L,possibility,datetime,hurrthreat
13,13,44014.0,2011.0,1.0,1.0,12.0,50.0,4.65,104.0,0.46,36.611,-74.843,999.0,5.874248449180844,1025.1,N,0.0,2011-01-01 12:50:00,0
14,14,44014.0,2011.0,1.0,1.0,13.0,50.0,4.85,103.0,0.42,36.611,-74.843,999.0,5.874248449180844,1025.6,N,0.0,2011-01-01 13:50:00,0
15,15,44014.0,2011.0,1.0,1.0,14.0,50.0,4.84,98.0,0.43,36.611,-74.843,999.0,5.874248449180844,1025.9,N,0.0,2011-01-01 14:50:00,0
16,16,44014.0,2011.0,1.0,1.0,15.0,50.0,5.23,110.0,0.43,36.611,-74.843,999.0,5.874248449180844,1025.3,N,0.0,2011-01-01 15:50:00,0
17,17,44014.0,2011.0,1.0,1.0,16.0,50.0,5.11,103.0,0.44,36.611,-74.843,999.0,5.874248449180844,1024.4,N,0.0,2011-01-01 16:50:00,0
18,18,44014.0,2011.0,1.0,1.0,17.0,50.0,4.56,105.0,0.4,36.611,-74.843,999.0,5.874248449180844,1023.6,N,0.0,2011-01-01 17:50:00,0
19,19,44014.0,2011.0,1.0,1.0,18.0,50.0,4.83,107.0,0.42,36.611,-74.843,999.0,5.874248449180844,1022.7,N,0.0,2011-01-01 18:50:00,0
20,20,44014.0,2011.0,1.0,1.0,19.0,50.0,4.48,113.0,0.42,36.611,-74.843,999.0,5.874248449180844,1022.7,N,0.0,2011-01-01 19:50:00,0
21,21,44014.0,2011.0,1.0,1.0,20.0,50.0,4.71,112.0,0.43,36.611,-74.843,999.0,5.874248449180844,1022.2,N,0.0,2011-01-01 20:50:00,0
22,22,44014.0,2011.0,1.0,1.0,21.0,50.0,3.75,111.0,0.48,36.611,-74.843,999.0,5.874248449180844,1022.3,N,0.0,2011-01-01 21:50:00,0
23,23,44014.0,2011.0,1.0,1.0,22.0,50.0,3.56,88.0,0.47,36.611,-74.843,999.0,5.874248449180844,1022.2,N,0.0,2011-01-01 22:50:00,0
24,24,44014.0,2011.0,1.0,1.0,23.0,50.0,3.58,130.0,0.48,36.611,-74.843,999.0,5.874248449180844,1022.5,N,0.0,2011-01-01 23:50:00,0
25,25,44014.0,2011.0,1.0,2.0,0.0,50.0,3.55,155.0,0.54,36.611,-74.843,999.0,5.874248449180844,1022.6,N,0.0,2011-01-02 00:50:00,0
26,26,44014.0,2011.0,1.0,2.0,1.0,50.0,3.46,180.0,0.58,36.611,-74.843,999.0,5.874248449180844,1022.3,N,0.0,2011-01-02 01:50:00,0
27,27,44014.0,2011.0,1.0,2.0,2.0,50.0,3.55,183.0,0.57,36.611,-74.843,999.0,5.874248449180844,1022.6,N,0.0,2011-01-02 02:50:00,0
28,28,44014.0,2011.0,1.0,2.0,3.0,50.0,3.46,185.0,0.6,36.611,-74.843,999.0,5.874248449180844,1021.0,N,0.0,2011-01-02 03:50:00,0
29,29,44014.0,2011.0,1.0,2.0,4.0,50.0,3.62,180.0,0.7,36.611,-74.843,999.0,5.874248449180844,1020.4,N,0.0,2011-01-02 04:50:00,0
30,30,44014.0,2011.0,1.0,2.0,5.0,50.0,3.56,187.0,0.62,36.611,-74.843,999.0,5.874248449180844,1020.0,N,0.0,2011-01-02 05:50:00,0
31,31,44014.0,2011.0,1.0,2.0,6.0,50.0,3.58,200.0,0.65,36.611,-74.843,999.0,5.874248449180844,1019.5,N,0.0,2011-01-02 06:50:00,0
32,32,44014.0,2011.0,1.0,2.0,7.0,50.0,3.57,192.0,0.66,36.611,-74.843,999.0,5.874248449180844,1019.1,N,0.0,2011-01-02 07:50:00,0
33,33,44014.0,2011.0,1.0,2.0,8.0,50.0,3.74,187.0,0.72,36.611,-74.843,999.0,5.874248449180844,1018.3,N,0.0,2011-01-02 08:50:00,0
34,34,44014.0,2011.0,1.0,2.0,9.0,50.0,3.95,169.0,0.67,36.611,-74.843,999.0,5.874248449180844,1017.8,N,0.0,2011-01-02 09:50:00,0
35,35,44014.0,2011.0,1.0,2.0,10.0,50.0,3.71,167.0,0.69,36.611,-74.843,999.0,5.874248449180844,1017.9,N,0.0,2011-01-02 10:50:00,0
36,36,44014.0,2011.0,1.0,2.0,11.0,50.0,3.67,178.0,0.75,36.611,-74.843,999.0,5.874248449180844,1018.5,N,0.0,2011-01-02 11:50:00,0
37,37,44014.0,2011.0,1.0,2.0,12.0,50.0,3.71,186.0,0.75,36.611,-74.843,999.0,5.874248449180844,1018.9,N,0.0,2011-01-02 12:50:00,0
38,38,44014.0,2011.0,1.0,2.0,13.0,50.0,3.9,156.0,0.7,36.611,-74.843,999.0,5.874248449180844,1018.9,N,0.0,2011-01-02 13:50:00,0
39,39,44014.0,2011.0,1.0,2.0,14.0,50.0,4.16,157.0,0.68,36.611,-74.843,999.0,5.874248449180844,1019.2,N,0.0,2011-01-02 14:50:00,0
40,40,44014.0,2011.0,1.0,2.0,15.0,50.0,4.28,168.0,0.69,36.611,-74.843,999.0,5.874248449180844,1018.3,N,0.0,2011-01-02 15:50:00,0
41,41,44014.0,2011.0,1.0,2.0,16.0,50.0,4.58,170.0,0.71,36.611,-74.843,999.0,5.874248449180844,1016.5,N,0.0,2011-01-02 16:50:00,0
42,42,44014.0,2011.0,1.0,2.0,17.0,50.0,4.87,154.0,0.86,36.611,-74.843,999.0,5.874248449180844,1015.2,N,0.0,2011-01-02 17:50:00,0
43,43,44014.0,2011.0,1.0,2.0,18.0,50.0,5.13,168.0,0.92,36.611,-74.843,999.0,5.874248449180844,1013.9,N,0.0,2011-01-02 18:50:00,0
44,44,44014.0,2011.0,1.0,2.0,19.0,50.0,4.87,174.0,0.93,36.611,-74.843,999.0,5.874248449180844,1013.1,N,0.0,2011-01-02 19:50:00,0
45,45,44014.0,2011.0,1.0,2.0,20.0,50.0,4.53,162.0,0.93,36.611,-74.843,999.0,5.874248449180844,1012.3,N,0.0,2011-01-02 20:50:00,0
46,46,44014.0,2011.0,1.0,2.0,21.0,50.0,4.25,163.0,0.85,36.611,-74.843,999.0,5.874248449180844,1012.3,N,0.0,2011-01-02 21:50:00,0
47,47,44014.0,2011.0,1.0,2.0,22.0,50.0,4.27,153.0,1.01,36.611,-74.843,999.0,5.874248449180844,1011.7,N,0.0,2011-01-02 22:50:00,0
48,48,44014.0,2011.0,1.0,2.0,23.0,50.0,4.29,149.0,1.07,36.611,-74.843,999.0,5.874248449180844,1012.7,N,0.0,2011-01-02 23:50:00,0
49,49,44014.0,2011.0,1.0,3.0,0.0,50.0,3.88,146.0,1.2,36.611,-74.843,999.0,5.874248449180844,1013.8,N,0.0,2011-01-03 00:50:00,0
50,50,44014.0,2011.0,1.0,3.0,2.0,50.0,4.64,353.0,2.1,36.611,-74.843,999.0,5.874248449180844,1016.9,N,0.0,2011-01-03 02:50:00,0
51,51,44014.0,2011.0,1.0,3.0,3.0,50.0,4.85,3.0,1.89,36.611,-74.843,999.0,5.874248449180844,1017.7,N,0.0,2011-01-03 03:50:00,0
52,52,44014.0,2011.0,1.0,3.0,4.0,50.0,4.58,9.0,1.69,36.611,-74.843,999.0,5.874248449180844,1018.1,N,0.0,2011-01-03 04:50:00,0
53,53,44014.0,2011.0,1.0,3.0,5.0,50.0,4.6,13.0,1.85,36.611,-74.843,999.0,5.874248449180844,1018.3,N,0.0,2011-01-03 05:50:00,0
54,54,44014.0,2011.0,1.0,3.0,6.0,50.0,4.93,8.0,2.13,36.611,-74.843,999.0,5.874248449180844,1019.2,N,0.0,2011-01-03 06:50:00,0
55,55,44014.0,2011.0,1.0,3.0,7.0,50.0,4.92,16.0,2.16,36.611,-74.843,999.0,5.874248449180844,1019.6,N,0.0,2011-01-03 07:50:00,0
56,56,44014.0,2011.0,1.0,3.0,8.0,50.0,5.27,14.0,2.42,36.611,-74.843,999.0,5.874248449180844,1020.1,N,0.0,2011-01-03 08:50:00,0
57,57,44014.0,2011.0,1.0,3.0,9.0,50.0,5.27,352.0,2.42,36.611,-74.843,999.0,5.874248449180844,1020.6,N,0.0,2011-01-03 09:50:00,0
58,58,44014.0,2011.0,1.0,3.0,10.0,50.0,5.62,4.0,2.77,36.611,-74.843,999.0,5.874248449180844,1021.6,N,0.0,2011-01-03 10:50:00,0
59,59,44014.0,2011.0,1.0,3.0,11.0,50.0,5.59,360.0,2.75,36.611,-74.843,999.0,5.874248449180844,1022.8,N,0.0,2011-01-03 11:50:00,0
60,60,44014.0,2011.0,1.0,3.0,12.0,50.0,5.64,19.0,2.72,36.611,-74.843,999.0,5.874248449180844,1023.6,N,0.0,2011-01-03 12:50:00,0
61,61,44014.0,2011.0,1.0,3.0,13.0,50.0,5.58,359.0,2.84,36.611,-74.843,999.0,5.874248449180844,1025.0,N,0.0,2011-01-03 13:50:00,0
62,62,44014.0,2011.0,1.0,3.0,14.0,50.0,5.4,10.0,2.51,36.611,-74.843,999.0,5.874248449180844,1025.6,N,0.0,2011-01-03 14:50:00,0
63,63,44014.0,2011.0,1.0,3.0,15.0,50.0,5.46,7.0,2.5,36.611,-74.843,999.0,5.874248449180844,1025.7,N,0.0,2011-01-03 15:50:00,0
64,64,44014.0,2011.0,1.0,3.0,16.0,50.0,5.37,9.0,2.38,36.611,-74.843,999.0,5.874248449180844,1025.6,N,0.0,2011-01-03 16:50:00,0
65,65,44014.0,2011.0,1.0,3.0,17.0,50.0,5.02,7.0,2.01,36.611,-74.843,999.0,5.874248449180844,1025.0,N,0.0,2011-01-03 17:50:00,0
66,66,44014.0,2011.0,1.0,3.0,18.0,50.0,5.05,8.0,2.06,36.611,-74.843,999.0,5.874248449180844,1025.0,N,0.0,2011-01-03 18:50:00,0
67,67,44014.0,2011.0,1.0,3.0,19.0,50.0,4.9,4.0,1.77,36.611,-74.843,999.0,5.874248449180844,1025.1,N,0.0,2011-01-03 19:50:00,0
68,68,44014.0,2011.0,1.0,3.0,20.0,50.0,5.11,3.0,1.8,36.611,-74.843,999.0,5.874248449180844,1025.1,N,0.0,2011-01-03 20:50:00,0
69,69,44014.0,2011.0,1.0,3.0,21.0,50.0,4.73,12.0,1.52,36.611,-74.843,999.0,5.874248449180844,1025.0,N,0.0,2011-01-03 21:50:00,0
70,70,44014.0,2011.0,1.0,3.0,22.0,50.0,4.49,355.0,1.34,36.611,-74.843,999.0,5.874248449180844,1025.4,N,0.0,2011-01-03 22:50:00,0
71,71,44014.0,2011.0,1.0,3.0,23.0,50.0,4.53,13.0,1.38,36.611,-74.843,999.0,5.874248449180844,1025.7,N,0.0,2011-01-03 23:50:00,0
72,72,44014.0,2011.0,1.0,4.0,0.0,50.0,4.47,17.0,1.34,36.611,-74.843,999.0,5.874248449180844,1026.0,N,0.0,2011-01-04 00:50:00,0
73,73,44014.0,2011.0,1.0,4.0,1.0,50.0,4.26,6.0,1.25,36.611,-74.843,999.0,5.874248449180844,1025.8,N,0.0,2011-01-04 01:50:00,0
74,74,44014.0,2011.0,1.0,4.0,2.0,50.0,4.21,354.0,1.14,36.611,-74.843,999.0,5.874248449180844,1025.9,N,0.0,2011-01-04 02:50:00,0
75,75,44014.0,2011.0,1.0,4.0,3.0,50.0,4.28,9.0,1.11,36.611,-74.843,999.0,5.874248449180844,1025.6,N,0.0,2011-01-04 03:50:00,0
76,76,44014.0,2011.0,1.0,4.0,4.0,50.0,4.47,12.0,1.08,36.611,-74.843,999.0,5.874248449180844,1025.0,N,0.0,2011-01-04 04:50:00,0
77,77,44014.0,2011.0,1.0,4.0,5.0,50.0,4.56,38.0,0.95,36.611,-74.843,999.0,5.874248449180844,1025.1,N,0.0,2011-01-04 05:50:00,0
78,78,44014.0,2011.0,1.0,4.0,6.0,50.0,4.65,25.0,1.0,36.611,-74.843,999.0,5.874248449180844,1024.9,N,0.0,2011-01-04 06:50:00,0
79,79,44014.0,2011.0,1.0,4.0,7.0,50.0,4.68,31.0,0.9,36.611,-74.843,999.0,5.874248449180844,1024.7,N,0.0,2011-01-04 07:50:00,0
80,80,44014.0,2011.0,1.0,4.0,8.0,50.0,4.64,37.0,0.81,36.611,-74.843,999.0,5.874248449180844,1023.8,N,0.0,2011-01-04 08:50:00,0
81,81,44014.0,2011.0,1.0,4.0,9.0,50.0,4.72,47.0,0.79,36.611,-74.843,999.0,5.874248449180844,1023.4,N,0.0,2011-01-04 09:50:00,0
82,82,44014.0,2011.0,1.0,4.0,10.0,50.0,4.78,30.0,0.75,36.611,-74.843,999.0,5.874248449180844,1023.1,N,0.0,2011-01-04 10:50:00,0
83,83,44014.0,2011.0,1.0,4.0,11.0,50.0,4.74,39.0,0.67,36.611,-74.843,999.0,5.874248449180844,1023.3,N,0.0,2011-01-04 11:50:00,0
84,84,44014.0,2011.0,1.0,4.0,12.0,50.0,4.73,35.0,0.61,36.611,-74.843,999.0,5.874248449180844,1022.6,N,0.0,2011-01-04 12:50:00,0
85,85,44014.0,2011.0,1.0,4.0,13.0,50.0,4.78,44.0,0.57,36.611,-74.843,999.0,5.874248449180844,1022.9,N,0.0,2011-01-04 13:50:00,0
86,86,44014.0,2011.0,1.0,4.0,14.0,50.0,3.85,72.0,0.6,36.611,-74.843,999.0,5.874248449180844,1022.6,N,0.0,2011-01-04 14:50:00,0
87,87,44014.0,2011.0,1.0,4.0,15.0,50.0,3.4,229.0,0.7,36.611,-74.843,999.0,5.874248449180844,1021.6,N,0.0,2011-01-04 15:50:00,0
88,88,44014.0,2011.0,1.0,4.0,16.0,50.0,3.59,236.0,0.84,36.611,-74.843,999.0,5.874248449180844,1020.2,N,0.0,2011-01-04 16:50:00,0
89,89,44014.0,2011.0,1.0,4.0,17.0,50.0,3.59,238.0,0.84,36.611,-74.843,999.0,5.874248449180844,1019.2,N,0.0,2011-01-04 17:50:00,0
90,90,44014.0,2011.0,1.0,4.0,18.0,50.0,3.87,239.0,0.97,36.611,-74.843,999.0,5.874248449180844,1017.6,N,0.0,2011-01-04 18:50:00,0
91,91,44014.0,2011.0,1.0,4.0,19.0,50.0,3.81,238.0,0.9,36.611,-74.843,999.0,5.874248449180844,1016.3,N,0.0,2011-01-04 19:50:00,0
92,92,44014.0,2011.0,1.0,4.0,20.0,50.0,3.79,239.0,0.92,36.611,-74.843,999.0,5.874248449180844,1015.8,N,0.0,2011-01-04 20:50:00,0
93,93,44014.0,2011.0,1.0,4.0,21.0,50.0,3.91,227.0,1.07,36.611,-74.843,999.0,5.874248449180844,1015.7,N,0.0,2011-01-04 21:50:00,0
94,94,44014.0,2011.0,1.0,4.0,22.0,50.0,3.96,226.0,1.07,36.611,-74.843,999.0,5.874248449180844,1015.4,N,0.0,2011-01-04 22:50:00,0
95,95,44014.0,2011.0,1.0,5.0,0.0,50.0,3.81,226.0,0.95,36.611,-74.843,999.0,5.874248449180844,1014.8,N,0.0,2011-01-05 00:50:00,0
96,96,44014.0,2011.0,1.0,5.0,1.0,50.0,3.72,222.0,0.87,36.611,-74.843,999.0,5.874248449180844,1014.9,N,0.0,2011-01-05 01:50:00,0
97,97,44014.0,2011.0,1.0,5.0,2.0,50.0,3.6,226.0,0.81,36.611,-74.843,999.0,5.874248449180844,1014.7,N,0.0,2011-01-05 02:50:00,0
98,98,44014.0,2011.0,1.0,5.0,3.0,50.0,3.67,233.0,0.85,36.611,-74.843,999.0,5.874248449180844,1014.7,N,0.0,2011-01-05 03:50:00,0
99,99,44014.0,2011.0,1.0,5.0,4.0,50.0,3.49,228.0,0.86,36.611,-74.843,999.0,5.874248449180844,1014.1,N,0.0,2011-01-05 04:50:00,0
100,100,44014.0,2011.0,1.0,5.0,5.0,50.0,3.61,227.0,0.9,36.611,-74.843,999.0,5.874248449180844,1013.9,N,0.0,2011-01-05 05:50:00,0
101,101,44014.0,2011.0,1.0,5.0,6.0,50.0,3.62,241.0,0.94,36.611,-74.843,999.0,5.874248449180844,1013.9,N,0.0,2011-01-05 06:50:00,0
102,102,44014.0,2011.0,1.0,5.0,7.0,50.0,3.84,260.0,1.05,36.611,-74.843,999.0,5.874248449180844,1014.0,N,0.0,2011-01-05 07:50:00,0
103,103,44014.0,2011.0,1.0,5.0,8.0,50.0,3.73,256.0,1.06,36.611,-74.843,999.0,5.874248449180844,1013.6,N,0.0,2011-01-05 08:50:00,0
104,104,44014.0,2011.0,1.0,5.0,9.0,50.0,3.69,274.0,1.02,36.611,-74.843,999.0,5.874248449180844,1013.6,N,0.0,2011-01-05 09:50:00,0
105,105,44014.0,2011.0,1.0,5.0,10.0,50.0,3.73,267.0,1.0,36.611,-74.843,999.0,5.874248449180844,1014.0,N,0.0,2011-01-05 10:50:00,0
106,106,44014.0,2011.0,1.0,5.0,11.0,50.0,3.76,285.0,1.0,36.611,-74.843,999.0,5.874248449180844,1014.9,N,0.0,2011-01-05 11:50:00,0
107,107,44014.0,2011.0,1.0,5.0,12.0,50.0,3.71,282.0,0.99,36.611,-74.843,999.0,5.874248449180844,1015.6,N,0.0,2011-01-05 12:50:00,0
108,108,44014.0,2011.0,1.0,5.0,13.0,50.0,3.75,332.0,1.06,36.611,-74.843,999.0,5.874248449180844,1016.1,N,0.0,2011-01-05 13:50:00,0
109,109,44014.0,2011.0,1.0,5.0,14.0,50.0,3.76,345.0,1.03,36.611,-74.843,999.0,5.874248449180844,1016.4,N,0.0,2011-01-05 14:50:00,0
110,110,44014.0,2011.0,1.0,5.0,15.0,50.0,3.8,353.0,1.06,36.611,-74.843,999.0,5.874248449180844,1016.2,N,0.0,2011-01-05 15:50:00,0
111,111,44014.0,2011.0,1.0,5.0,16.0,50.0,3.88,358.0,0.94,36.611,-74.843,999.0,5.874248449180844,1014.7,N,0.0,2011-01-05 16:50:00,0
112,112,44014.0,2011.0,1.0,5.0,17.0,50.0,3.99,5.0,1.04,36.611,-74.843,999.0,5.874248449180844,1014.6,N,0.0,2011-01-05 17:50:00,0
113,113,44014.0,2011.0,1.0,5.0,18.0,50.0,3.84,356.0,0.87,36.611,-74.843,999.0,5.874248449180844,1014.7,N,0.0,2011-01-05 18:50:00,0
114,114,44014.0,2011.0,1.0,5.0,19.0,50.0,4.16,5.0,0.94,36.611,-74.843,999.0,5.874248449180844,1013.9,N,0.0,2011-01-05 19:50:00,0
115,115,44014.0,2011.0,1.0,5.0,20.0,50.0,4.42,21.0,1.05,36.611,-74.843,999.0,5.874248449180844,1013.9,N,0.0,2011-01-05 20:50:00,0
116,116,44014.0,2011.0,1.0,5.0,21.0,50.0,4.52,31.0,0.98,36.611,-74.843,999.0,5.874248449180844,1013.0,N,0.0,2011-01-05 21:50:00,0
117,117,44014.0,2011.0,1.0,5.0,22.0,50.0,4.7,23.0,1.04,36.611,-74.843,999.0,5.874248449180844,1012.9,N,0.0,2011-01-05 22:50:00,0
118,118,44014.0,2011.0,1.0,5.0,23.0,50.0,4.73,18.0,0.95,36.611,-74.843,999.0,5.874248449180844,1013.0,N,0.0,2011-01-05 23:50:00,0
119,119,44014.0,2011.0,1.0,6.0,0.0,50.0,4.81,15.0,0.98,36.611,-74.843,999.0,5.874248449180844,1012.5,N,0.0,2011-01-06 00:50:00,0
120,120,44014.0,2011.0,1.0,6.0,1.0,50.0,4.7,9.0,0.84,36.611,-74.843,999.0,5.874248449180844,1011.9,N,0.0,2011-01-06 01:50:00,0
121,121,44014.0,2011.0,1.0,6.0,2.0,50.0,4.72,34.0,0.78,36.611,-74.843,999.0,5.874248449180844,1011.6,N,0.0,2011-01-06 02:50:00,0
122,122,44014.0,2011.0,1.0,6.0,3.0,50.0,4.9,143.0,0.76,36.611,-74.843,999.0,5.874248449180844,1011.2,N,0.0,2011-01-06 03:50:00,0
123,123,44014.0,2011.0,1.0,6.0,4.0,50.0,4.87,26.0,0.79,36.611,-74.843,999.0,5.874248449180844,1010.2,N,0.0,2011-01-06 04:50:00,0
124,124,44014.0,2011.0,1.0,6.0,5.0,50.0,4.95,160.0,0.78,36.611,-74.843,999.0,5.874248449180844,1009.6,N,0.0,2011-01-06 05:50:00,0
125,125,44014.0,2011.0,1.0,6.0,6.0,50.0,4.92,87.0,0.74,36.611,-74.843,999.0,5.874248449180844,1009.2,N,0.0,2011-01-06 06:50:00,0
126,126,44014.0,2011.0,1.0,6.0,7.0,50.0,4.9,53.0,0.72,36.611,-74.843,999.0,5.874248449180844,1008.3,N,0.0,2011-01-06 07:50:00,0
127,127,44014.0,2011.0,1.0,6.0,8.0,50.0,4.9,54.0,0.62,36.611,-74.843,999.0,5.874248449180844,1007.3,N,0.0,2011-01-06 08:50:00,0
128,128,44014.0,2011.0,1.0,6.0,9.0,50.0,4.86,200.0,0.6,36.611,-74.843,999.0,5.874248449180844,1006.6,N,0.0,2011-01-06 09:50:00,0
129,129,44014.0,2011.0,1.0,6.0,10.0,50.0,5.11,157.0,0.54,36.611,-74.843,999.0,5.874248449180844,1006.3,N,0.0,2011-01-06 10:50:00,0
130,130,44014.0,2011.0,1.0,6.0,11.0,50.0,5.22,160.0,0.52,36.611,-74.843,999.0,5.874248449180844,1006.4,N,0.0,2011-01-06 11:50:00,0
131,131,44014.0,2011.0,1.0,6.0,12.0,50.0,4.94,111.0,0.53,36.611,-74.843,999.0,5.874248449180844,1006.5,N,0.0,2011-01-06 12:50:00,0
132,132,44014.0,2011.0,1.0,6.0,13.0,50.0,5.03,122.0,0.48,36.611,-74.843,999.0,5.874248449180844,1006.6,N,0.0,2011-01-06 13:50:00,0
133,133,44014.0,2011.0,1.0,6.0,14.0,50.0,4.33,80.0,0.46,36.611,-74.843,999.0,5.874248449180844,1006.8,N,0.0,2011-01-06 14:50:00,0
134,134,44014.0,2011.0,1.0,6.0,15.0,50.0,3.45,144.0,0.54,36.611,-74.843,999.0,5.874248449180844,1006.7,N,0.0,2011-01-06 15:50:00,0
135,135,44014.0,2011.0,1.0,6.0,16.0,50.0,3.71,63.0,0.56,36.611,-74.843,999.0,5.874248449180844,1005.5,N,0.0,2011-01-06 16:50:00,0
136,136,44014.0,2011.0,1.0,6.0,17.0,50.0,3.8,90.0,0.52,36.611,-74.843,999.0,5.874248449180844,1004.7,N,0.0,2011-01-06 17:50:00,0
137,137,44014.0,2011.0,1.0,6.0,18.0,50.0,3.92,82.0,0.48,36.611,-74.843,999.0,5.874248449180844,1004.3,N,0.0,2011-01-06 18:50:00,0
138,138,44014.0,2011.0,1.0,6.0,19.0,50.0,3.86,82.0,0.46,36.611,-74.843,999.0,5.874248449180844,1004.4,N,0.0,2011-01-06 19:50:00,0
139,139,44014.0,2011.0,1.0,6.0,20.0,50.0,3.4,121.0,0.52,36.611,-74.843,999.0,5.874248449180844,1004.6,N,0.0,2011-01-06 20:50:00,0
140,140,44014.0,2011.0,1.0,6.0,21.0,50.0,3.67,360.0,0.88,36.611,-74.843,999.0,5.874248449180844,1004.2,N,0.0,2011-01-06 21:50:00,0
141,141,44014.0,2011.0,1.0,6.0,22.0,50.0,3.68,4.0,0.86,36.611,-74.843,999.0,5.874248449180844,1004.1,N,0.0,2011-01-06 22:50:00,0
142,142,44014.0,2011.0,1.0,6.0,23.0,50.0,3.82,17.0,0.79,36.611,-74.843,999.0,5.874248449180844,1004.3,N,0.0,2011-01-06 23:50:00,0
143,143,44014.0,2011.0,1.0,7.0,0.0,50.0,3.81,19.0,0.79,36.611,-74.843,999.0,5.874248449180844,1004.5,N,0.0,2011-01-07 00:50:00,0
144,144,44014.0,2011.0,1.0,7.0,1.0,50.0,3.77,14.0,0.7,36.611,-74.843,999.0,5.874248449180844,1004.3,N,0.0,2011-01-07 01:50:00,0
145,145,44014.0,2011.0,1.0,7.0,2.0,50.0,3.74,10.0,0.67,36.611,-74.843,999.0,5.874248449180844,1004.2,N,0.0,2011-01-07 02:50:00,0
146,146,44014.0,2011.0,1.0,7.0,3.0,50.0,3.85,4.0,0.67,36.611,-74.843,999.0,5.874248449180844,1003.7,N,0.0,2011-01-07 03:50:00,0
147,147,44014.0,2011.0,1.0,7.0,4.0,50.0,3.99,15.0,0.57,36.611,-74.843,999.0,5.874248449180844,1003.2,N,0.0,2011-01-07 04:50:00,0
148,148,44014.0,2011.0,1.0,7.0,5.0,50.0,4.06,14.0,0.56,36.611,-74.843,999.0,5.874248449180844,1002.4,N,0.0,2011-01-07 05:50:00,0
149,149,44014.0,2011.0,1.0,7.0,6.0,50.0,4.07,20.0,0.53,36.611,-74.843,999.0,5.874248449180844,1002.0,N,0.0,2011-01-07 06:50:00,0
150,150,44014.0,2011.0,1.0,7.0,7.0,50.0,4.13,20.0,0.53,36.611,-74.843,999.0,5.874248449180844,1001.3,N,0.0,2011-01-07 07:50:00,0
151,151,44014.0,2011.0,1.0,7.0,8.0,50.0,4.15,80.0,0.48,36.611,-74.843,999.0,5.874248449180844,1000.5,N,0.0,2011-01-07 08:50:00,0
152,152,44014.0,2011.0,1.0,7.0,9.0,50.0,4.4,37.0,0.47,36.611,-74.843,999.0,5.874248449180844,1000.1,N,0.0,2011-01-07 09:50:00,0
153,153,44014.0,2011.0,1.0,7.0,10.0,50.0,4.52,85.0,0.43,36.611,-74.843,999.0,5.874248449180844,999.9,N,1.0,2011-01-07 10:50:00,0
154,154,44014.0,2011.0,1.0,7.0,11.0,50.0,3.47,72.0,0.5,36.611,-74.843,999.0,5.874248449180844,1000.0,N,0.0,2011-01-07 11:50:00,0
