#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2011 01 04 02 50  35  4.7  5.9  1.27  7.69  5.87 112 1019.8  22.5  24.7  14.1 99.0 99.00
2011 01 04 03 50  45  4.4  5.7  1.30  7.69  6.03 116 1019.6  22.4  24.6  14.9 99.0 99.00
2011 01 04 04 50  66  4.3  5.6  1.29  8.33  5.95 105 1019.5  22.3  24.6  15.2 99.0 99.00
2011 01 04 05 50  58  4.7  5.9  1.19  7.14  5.66  98 1019.0  22.2  24.6  15.4 99.0 99.00
2011 01 04 06 50  60  4.6  5.8  1.21  9.09  5.82 107 1018.5  22.1  24.6  15.1 99.0 99.00
2011 01 04 07 50  51  4.0  5.8  1.18  7.69  5.75 106 1018.1  22.1  24.6  14.7 99.0 99.00
2011 01 04 08 50  41  4.2  5.2  1.15  7.14  5.89 108 1018.0  22.1  24.6  14.6 99.0 99.00
2011 01 04 09 50  55  4.5  6.1  1.04  7.69  5.76 109 1017.7  22.0  24.6  15.1 99.0 99.00
2011 01 04 10 50  53  4.5  5.6  1.21  7.69  6.05  98 1018.1  22.0  24.6  14.5 99.0 99.00
2011 01 04 11 50  49  4.3  5.6  1.07  8.33  5.92 102 1018.7  22.0  24.6  14.6 99.0 99.00
2011 01 04 12 50  43  3.9  5.8  1.09  8.33  6.03 115 1019.4  22.2  24.6  13.8 99.0 99.00
2011 01 04 13 50  66  3.7  4.6  1.10  7.69  6.07 110 1020.0  22.2  24.6  14.7 99.0 99.00
2011 01 04 14 50  87  3.6  4.8  1.01  7.69  6.05 100 1020.2  22.3  24.7  14.5 99.0 99.00
2011 01 04 15 50  73  3.5  5.1  1.01  9.09  5.96 101 1020.0  22.2  24.8  14.4 99.0 99.00
2011 01 04 16 50  64  3.3  4.8  0.96  8.33  5.80 118 1019.4  22.1  24.8  14.4 99.0 99.00
2011 01 04 17 50  75  3.8  5.0  1.07  8.33  6.14 112 1018.7  22.1  24.9  14.6 99.0 99.00
2011 01 04 18 50  65  3.9  5.3  1.01  9.09  6.17 100 1018.2  22.2  24.9  14.1 99.0 99.00
2011 01 04 19 50  61  4.1  5.1  1.06  7.69  6.39 115 1018.0  22.3  24.9  15.0 99.0 99.00
2011 01 04 20 50  63  4.0  5.2  0.91  7.69  6.13  98 1018.1  22.4  24.9  14.6 99.0 99.00
2011 01 04 21 50  71  4.0  5.5  0.92  8.33  6.16 107 1018.3  22.4  24.8  14.5 99.0 99.00
2011 01 04 22 50  78  4.1  5.3  0.89  7.69  6.07 106 1018.4  22.3  24.7  15.0 99.0 99.00
2011 01 04 23 50  58  4.2  5.2  0.87  8.33  6.28  93 1018.8  22.3  24.7  15.6 99.0 99.00
2011 01 05 00 50  70  4.2  5.3  0.93  8.33  6.60 127 1019.1  22.3  24.6  16.1 99.0 99.00
2011 01 05 01 50  73  3.7  4.8  1.08  8.33  6.75 112 1019.3  22.2  24.6  16.2 99.0 99.00
2011 01 05 02 50  76  3.7  4.7  1.06  8.33  6.69 121 1019.4  22.2  24.6  16.3 99.0 99.00
2011 01 05 03 50  70  3.5  4.4  0.92  8.33  6.36  95 1019.2  22.2  24.6  16.4 99.0 99.00
2011 01 05 04 50  68  2.9  4.1  0.98  7.69  6.57 112 1018.9  22.1  24.6  16.5 99.0 99.00
2011 01 05 05 50  85  2.9  3.7  1.00  8.33  6.58 115 1018.7  22.1  24.5  16.5 99.0 99.00
2011 01 05 06 50  86  2.9  3.8  0.99  8.33  6.68 105 1018.5  22.2  24.5  16.0 99.0 99.00
2011 01 05 07 50  76  2.1  3.2  1.05  7.69  6.76 103 1018.3  22.1  24.5  16.0 99.0 99.00
2011 01 05 08 50  65  2.3  3.1  1.11 10.00  7.05  13 1018.0  22.1  24.5  16.0 99.0 99.00
2011 01 05 09 50  75  2.3  3.0  1.23 10.00  7.49   8 1017.9  22.1  24.5  16.2 99.0 99.00
2011 01 05 10 50  73  1.7  2.6  1.30  9.09  7.45  17 1018.3  22.1  24.5  16.2 99.0 99.00
2011 01 05 11 50  46  1.3  1.9  1.50 10.00  7.78   5 1018.7  22.2  24.5  15.4 99.0 99.00
2011 01 05 12 50  61  1.6  2.4  1.55  9.09  7.75  16 1019.2  22.5  24.5  15.5 99.0 99.00
2011 01 05 13 50 100  1.4  2.1  1.65 10.00  7.78 360 1019.5  22.7  24.6  16.2 99.0 99.00
2011 01 05 14 50  91  1.5  2.6  1.73  9.09  7.79   7 1019.7  22.7  24.8  16.2 99.0 99.00
2011 01 05 15 50  77  0.7  1.9  1.56 10.00  7.52 360 1019.2  22.6  25.0  16.0 99.0 99.00
2011 01 05 16 50 100  1.4  2.2  1.60  9.09  7.41 354 1018.3  22.6  25.4  16.1 99.0 99.00
2011 01 05 17 50 127  1.6  2.6  1.67 10.00  7.58 351 1017.2  22.6  25.6  16.1 99.0 99.00
2011 01 05 18 50 153  1.0  2.0  1.58  9.09  7.38   6 1016.3  22.7  25.7  15.5 99.0 99.00
2011 01 05 19 50  66  0.8  1.7  1.39  9.09  7.10  18 1016.1  23.4  25.8  15.9 99.0 99.00
2011 01 05 20 50  71  0.4  1.1  1.51 10.00  7.36  20 1016.0  22.8  25.9  14.3 99.0 99.00
2011 01 05 21 50  59  1.1  1.7  1.41  8.33  7.22  30 1016.0  22.6  25.6  14.9 99.0 99.00
2011 01 05 22 50  73  1.3  2.3  1.52 10.00  7.50  15 1016.3  22.6  25.3  15.6 99.0 99.00
2011 01 05 23 50 114  2.0  3.0  1.36  9.09  7.05 360 1016.5  22.6  25.0  15.1 99.0 99.00
2011 01 06 00 50 116  2.0  3.1  1.46  9.09  7.56  10 1016.9  22.6  25.0  15.5 99.0 99.00
2011 01 06 01 50 131  2.2  3.3  1.25  9.09  7.06  11 1016.9  22.6  24.9  15.6 99.0 99.00
2011 01 06 02 50 132  3.0  4.2  1.40  8.33  7.31  29 1016.8  22.6  24.8  15.9 99.0 99.00
2011 01 06 03 50 149  3.8  5.1  1.36  9.09  7.34   3 1016.4  22.5  24.7  16.7 99.0 99.00
2011 01 06 04 50 143  4.2  5.4  1.34  8.33  7.45  18 1015.7  22.6  24.7  16.7 99.0 99.00
2011 01 06 05 50 158  4.6  5.8  1.36  9.09  7.23  27 1015.2  22.7  24.7  16.8 99.0 99.00
2011 01 06 06 50 161  4.6  5.6  1.12  9.09  6.53  31 1014.5  22.8  24.7  16.0 99.0 99.00
2011 01 06 07 50 160  5.7  7.3  1.30  9.09  6.66  32 1013.7  22.9  24.7  16.4 99.0 99.00
2011 01 06 08 50 168  5.4  6.8  1.23  9.09  6.43  27 1013.4  23.0  24.6  16.0 99.0 99.00
2011 01 06 09 50 183  4.7  5.7  1.20 10.81  6.38  41 1013.8  23.0  24.6  16.1 99.0 99.00
2011 01 06 10 50 182  5.1  6.8  1.14  7.69  6.03  81 1013.9  23.2  24.6  16.5 99.0 99.00
2011 01 06 11 50 187  5.5  6.8  1.16  8.33  6.22  59 1013.8  23.2  24.6  16.6 99.0 99.00
2011 01 06 12 50 186  6.4  7.6  1.10  8.33  5.83  67 1014.0  23.6  24.6  16.8 99.0 99.00
2011 01 06 13 50 179  7.2  8.3  1.13  8.33  5.98  93 1014.2  23.6  24.6  17.0 99.0 99.00
2011 01 06 14 50 197  6.8  8.0  1.07 12.12  5.42  56 1014.0  23.8  24.7  17.1 99.0 99.00
2011 01 06 15 50 200  7.2  9.2  1.21  8.33  5.42  84 1013.4  23.8  24.7  17.5 99.0 99.00
2011 01 06 16 50 200  7.9  8.9  1.19  8.33  4.97 124 1012.2  23.7  24.7  17.7 99.0 99.00
2011 01 06 17 50 202  6.8  7.9  1.21  9.09  5.19  75 1011.7  23.9  24.8  18.2 99.0 99.00
2011 01 06 18 50 201  7.3  8.8  1.17  9.09  5.28  70 1010.7  23.9  24.8  18.2 99.0 99.00
2011 01 06 19 50 201  6.9  8.5  1.18  8.33  5.32 119 1010.4  24.0  24.8  18.7 99.0 99.00
2011 01 06 20 50 215  7.3  8.8  1.10 10.00  5.11  16 1010.4  24.2  24.8  18.1 99.0 99.00
2011 01 06 21 50 227  6.9  8.3  1.14  7.69  5.13 115 1010.6  24.1  24.8  18.1 99.0 99.00
2011 01 06 22 50 227  6.5  7.8  1.07 11.43  5.07  46 1010.8  24.0  24.7  18.2 99.0 99.00
2011 01 06 23 50 229  6.2  7.3  1.15  8.33  5.19 117 1010.9  23.9  24.7  17.7 99.0 99.00
2011 01 07 00 50 219  6.4  7.3  1.08  9.09  5.06  70 1011.3  23.9  24.6  18.2 99.0 99.00
2011 01 07 01 50 208  6.6  8.1  1.08  8.33  5.13 112 1010.7  23.9  24.6  18.4 99.0 99.00
2011 01 07 02 50 202  7.6  9.0  1.05  8.33  4.99 110 1010.2  23.9  24.6  18.8 99.0 99.00
2011 01 07 03 50 209  7.5  8.9  1.07  7.69  4.90  99 1009.4  24.0  24.5  18.8 99.0 99.00
2011 01 07 04 50 205  8.2  9.6  1.12  8.33  4.79 118 1008.8  23.8  24.5  19.5 99.0 99.00
2011 01 07 05 50 204  9.1 10.7  1.22  4.55  4.58 205 1007.9  23.9  24.5  19.4 99.0 99.00
2011 01 07 06 50 212  9.4 11.1  1.33  4.55  4.63 196 1007.1  23.9  24.5  19.9 99.0 99.00
2011 01 07 07 50 216  9.8 11.7  1.27  4.35  4.47 217 1007.0  23.8  24.5  19.5 99.0 99.00
2011 01 07 08 50 215 10.6 12.2  1.36  4.76  4.54 213 1006.7  23.8  24.5  19.8 99.0 99.00
2011 01 07 09 50 221 10.6 12.6  1.49  4.55  4.62 218 1007.0  23.8  24.5  19.9 99.0 99.00
2011 01 07 10 50 224 10.1 12.0  1.62  5.00  4.58 217 1007.6  23.9  24.5  20.1 99.0 99.00
2011 01 07 11 50 235 10.3 12.7  1.54  5.56  4.64 224 1008.3  24.2  24.5  20.2 99.0 99.00
2011 01 07 12 50 242 10.1 12.3  1.74  5.26  4.84 225 1009.0  24.4  24.5  20.0 99.0 99.00
2011 01 07 13 50 237 10.5 13.0  1.92  5.26  4.95 225 1009.6  24.5  24.5  20.0 99.0 99.00
2011 01 07 14 50 241 11.6 13.3  1.98  5.88  5.03 246 1009.5  24.5  24.5  20.2 99.0 99.00
2011 01 07 15 50 243 12.0 14.8  2.09  5.88  5.14 241 1009.0  24.7  24.5  19.7 99.0 99.00
2011 01 07 16 50 256 11.6 13.8  2.38  6.67  5.27 241 1008.6  24.5  24.5  19.4 99.0 99.00
2011 01 07 17 50 261 10.9 13.5  2.34  6.25  5.28 259 1007.8  23.5  24.5  18.8 99.0 99.00
2011 01 07 18 50 263  8.7 10.6  2.55  6.67  5.62 268 1007.7  23.6  24.5  18.4 99.0 99.00
2011 01 07 19 50 292  8.7 11.0  2.80  7.14  6.14 273 1007.8  23.6  24.5  18.1 99.0 99.00
2011 01 07 20 50 296  7.5  9.0  2.91  7.69  6.35 282 1008.2  23.4  24.5  17.5 99.0 99.00
2011 01 07 21 50 292  7.3  8.7  2.56  8.33  6.21 301 1008.5  23.0  24.5  16.8 99.0 99.00
2011 01 07 22 50 295  6.7  8.5  2.87  9.09  6.54 318 1008.7  23.0  24.5  16.0 99.0 99.00
2011 01 07 23 50 294  6.7  8.2  2.80  7.69  6.58 275 1009.3  23.0  24.5  15.1 99.0 99.00
2011 01 08 00 50 291  5.4  6.8  2.32  9.09  6.46 315 1010.3  22.9  24.4  14.9 99.0 99.00
2011 01 08 01 50 282  4.6  5.9  1.95  7.69  6.03 294 1010.5  22.6  24.4  15.3 99.0 99.00
2011 01 08 02 50 281  4.6  6.0  2.13 10.00  6.36 309 1010.4  22.5  24.4  14.8 99.0 99.00
2011 01 08 03 50 270  4.4  5.6  2.07  8.33  6.49 308 1010.4  22.5  24.3  14.7 99.0 99.00
2011 01 08 04 50 268  4.6  5.9  2.14  7.14  6.38 261 1010.2  22.3  24.3  14.7 99.0 99.00
2011 01 08 05 50 277  4.2  5.6  2.01  7.69  6.60 288 1010.2  22.3  24.3  14.7 99.0 99.00
2011 01 08 06 50 260  4.2  5.8  1.81  9.09  6.33 299 1010.3  22.2  24.3  14.5 99.0 99.00
2011 01 08 07 50 274  4.9  6.3  1.90 10.00  6.42 310 1010.0  22.2  24.3  15.2 99.0 99.00
2011 01 08 08 50 262  3.4  4.9  1.78  9.09  6.39 306 1010.4  22.2  24.3  15.0 99.0 99.00
2011 01 08 09 50 266  5.1  6.6  1.70 10.00  6.36 313 1010.7  22.3  24.2  14.8 99.0 99.00
2011 01 08 10 50 263  4.4  5.4  1.75  9.09  6.48 310 1011.5  22.3  24.2  15.4 99.0 99.00
2011 01 08 11 50 258  4.3  5.9  1.86 10.00  6.73 316 1012.5  22.4  24.2  15.5 99.0 99.00
2011 01 08 12 50 246  4.6  5.7  1.80 10.00  6.73 316 1013.4  22.7  24.2  15.5 99.0 99.00
2011 01 08 13 50 249  4.1  5.2  1.58  8.33  6.42 309 1014.2  22.8  24.2  15.1 99.0 99.00
2011 01 08 14 50 228  4.4  5.5  1.80  9.09  6.66 319 1014.4  23.1  24.3  15.4 99.0 99.00
2011 01 08 15 50 240  4.9  6.5  1.76 10.00  6.77 322 1014.0  23.1  24.3  15.8 99.0 99.00
2011 01 08 16 50 245  5.6  6.9  1.88  9.09  6.68 323 1013.5  23.2  24.4  15.8 99.0 99.00
2011 01 08 17 50 256  5.4  6.6  1.71 10.00  6.26 311 1012.6  23.2  24.5  15.9 99.0 99.00
2011 01 08 18 50 246  4.5  5.7  1.59  9.09  6.19 317 1012.6  23.3  24.5  16.3 99.0 99.00
2011 01 08 19 50 241  5.1  6.2  1.81  9.09  6.53 314 1012.6  23.4  24.5  16.5 99.0 99.00
2011 01 08 20 50 249  4.8  6.1  1.63  9.09  6.16 316 1012.8  23.4  24.5  16.5 99.0 99.00
2011 01 08 21 50 235  4.8  6.0  1.61  9.09  6.31 321 1012.9  23.3  24.5  16.5 99.0 99.00
2011 01 08 22 50 221  4.6  5.6  1.61  9.09  6.69 311 1013.1  23.1  24.5  16.8 99.0 99.00
2011 01 08 23 50 213  5.1  6.2  1.64  9.09  6.57 317 1013.4  23.1  24.4  16.9 99.0 99.00
2011 01 09 00 50 219  4.8  6.1  1.65  9.09  6.53 317 1014.1  23.2  24.4  17.3 99.0 99.00
2011 01 09 01 50 228  3.9  4.5  1.63 10.00  6.49 327 1014.5  23.2  24.4  17.3 99.0 99.00
2011 01 09 02 50 234  3.4  4.3  1.60  9.09  6.37 319 1014.4  23.2  24.4  17.3 99.0 99.00
2011 01 09 03 50 235  3.6  4.6  1.68  9.09  6.42 325 1014.3  23.2  24.4  17.1 99.0 99.00
2011 01 09 04 50 243  3.3  4.1  1.53 10.00  6.38 317 1014.1  23.1  24.3  17.3 99.0 99.00
2011 01 09 05 50 251  3.0  4.0  1.43  9.09  6.24 321 1014.2  23.1  24.3  17.3 99.0 99.00
2011 01 09 06 50 235  2.5  3.5  1.56  9.09  6.48 314 1014.1  23.1  24.3  17.3 99.0 99.00
2011 01 09 07 50 292  2.2  3.2  1.33  7.69  6.11 340 1013.9  22.9  24.3  17.3 99.0 99.00
2011 01 09 08 50 286  1.5  2.4  1.39  9.09  6.28 323 1013.9  22.8  24.3  17.1 99.0 99.00
2011 01 09 09 50 300  1.8  2.9  1.67  9.09  6.82 322 1014.2  22.8  24.3  17.0 99.0 99.00
2011 01 09 10 50 272  0.9  1.8  1.53 10.00  6.69 322 1014.8  22.9  24.3  16.9 99.0 99.00
2011 01 09 11 50 306  1.8  2.5  1.46 10.00  6.86 325 1015.7  23.1  24.3  17.1 99.0 99.00
2011 01 09 12 50 315  1.1  1.9  1.59  9.09  6.97 324 1016.7  23.2  24.3  17.0 99.0 99.00
2011 01 09 13 50 327  3.6  4.8  1.65 10.00  7.42 320 1017.6  23.3  24.3  16.9 99.0 99.00
2011 01 09 14 50 351  3.5  4.6  1.65  9.09  7.35 322 1018.0  23.4  24.4  17.0 99.0 99.00
2011 01 09 15 50 356  3.4  4.5  1.81 10.00  7.67 324 1017.7  23.3  24.5  17.7 99.0 99.00
2011 01 09 16 50   1  4.1  5.1  1.73  9.09  7.60 320 1017.0  23.3  24.6  18.0 99.0 99.00
2011 01 09 17 50   1  3.4  4.5  1.79 10.00  7.62 318 1016.3  23.2  24.6  17.5 99.0 99.00
2011 01 09 18 50   7  2.7  3.3  1.93  9.09  7.89 319 1016.1  23.3  24.6  17.3 99.0 99.00
2011 01 09 19 50  18  2.6  3.9  1.58 10.00  7.24 325 1016.4  23.3  24.7  17.4 99.0 99.00
2011 01 09 20 50   6  3.8  4.5  1.59 10.00  7.26 324 1016.5  23.4  24.7  17.5 99.0 99.00
2011 01 09 21 50  22  4.5  5.3  1.44  9.09  7.08 331 1016.6  23.3  24.7  17.7 99.0 99.00
2011 01 09 22 50  32  4.9  5.8  1.63 10.00  7.27 323 1017.0  23.3  24.6  17.6 99.0 99.00
2011 01 09 23 50  40  4.7  5.7  1.58 10.00  7.07 311 1017.9  23.4  24.5  16.7 99.0 99.00
2011 01 10 00 50  39  4.8  5.8  1.58 10.00  7.11 331 1018.6  23.4  24.5  16.6 99.0 99.00
2011 01 10 01 50  40  5.1  6.1  1.46 10.81  7.17 332 1018.9  23.4  24.5  16.6 99.0 99.00
2011 01 10 02 50  41  5.3  6.3  1.41  9.09  6.76 321 1019.4  23.4  24.4  16.6 99.0 99.00
2011 01 10 03 50  60  5.4  6.6  1.42 10.00  6.73 327 1019.2  23.4  24.4  16.7 99.0 99.00
2011 01 10 04 50  57  5.3  6.4  1.43  8.33  6.60 337 1018.9  23.4  24.4  16.5 99.0 99.00
2011 01 10 05 50  56  5.4  6.4  1.45  9.09  6.60 329 1018.6  23.4  24.4  16.1 99.0 99.00
2011 01 10 06 50  53  6.4  7.7  1.27  9.09  6.09 338 1018.4  23.3  24.4  17.1 99.0 99.00
2011 01 10 07 50  51  6.7  8.5  1.41  9.09  6.04 333 1018.3  23.3  24.4  17.0 99.0 99.00
2011 01 10 08 50  62  6.7  7.7  1.43  9.09  5.95 327 1018.2  23.3  24.4  17.4 99.0 99.00
2011 01 10 09 50  58  7.7  9.3  1.45  9.09  5.75 327 1018.3  23.1  24.4  18.2 99.0 99.00
2011 01 10 10 50  59  8.0  9.4  1.41  9.09  5.63 324 1018.8  23.1  24.4  17.9 99.0 99.00
2011 01 10 11 50  67  7.4  8.8  1.43  8.33  5.60 332 1019.5  23.2  24.4  17.7 99.0 99.00
